artist_name,artist_genre
DJ Tails & Noizer,gabber
Fiddlin' John Carson And His Virginia Reelers,hip hop
Giovanni Zamboni,italian baroque
"Gregorio Bardini, Alio Die",hip hop
Jeremy Jackson,hip hop
Joustava Moraali,hip hop
Karsten Koch,hip hop
Kidz-DJ,muziek voor kinderen
King Hiss,"belgian metal, belgian stoner rock"
Lankybox,hip hop
Linkup,comedie musicale
Los Dolares,hip hop
Louis Winsberg,hip hop
Luis Berra,neo-classical
Mastino,hip hop
Pavel Milyakov,"new isolationism, russian electronic"
Pukka Orchestra,deep new wave
Silvina Moreno,"argentine telepop, pop argentino"
Del Spooner,hip hop
The Peabodys,"deep power-pop punk, diy pop punk, ramonescore"
The Yankee Dollar,classic psychedelic rock
Ursula Holliger,classical harp
Bobby Prins,classic belgian pop
Harvey Brian,hip hop
CYaRon!,anime cv
Dafydd Iwan,"cymraeg, welsh folk"
Danni Nicholls,"british country, uk americana"
Dave Moore,hip hop
Duncan Laurence,dutch pop
Edge of Spirit,japanese hardcore
ELWD,hip hop
Exocrine,"french death metal, progressive technical death metal, technical brutal death metal, technical death metal"
Fdluxx,hip hop
Firebreather,"gothenburg metal, post-doom metal, psychedelic doom, sludge metal, stoner metal, swedish doom metal"
FLATBACKER,japanese heavy metal
Flavio Boltro,italian jazz
Forgotten Pathways,"dungeon synth, keller synth"
Greenshape,hip hop
J SOUL BROTHERS III,"j-division, j-pop, j-pop boy group"
Jambalaya Bloodhound,hip hop
Jim Ferguson,hip hop
John Batdorf,lds
John Also Bennett,experimental ambient
Mkdsl,hip hop
The Deafening Sounds of Mediocracy,hip hop
Mellow Sonic,space ambient
The King of Orange Juice,hip hop
Reo Move,hip hop
Reiner Kirsten,"discofox, volksmusik"
Svartelder,norwegian black metal
Sarah Francis,classical oboe
Furios vs. Septagramm,hip hop
Spermacum,hip hop
THE PROPHECY 23,german thrash metal
The Recital,michigan indie
Brandon Victor Dixon,hip hop
Captain Compost,hip hop
Carles Viarnès,hip hop
Check in the Dark,hip hop
Chicago Poodle,hip hop
Dogmatic Element,hip hop
Donnalyn,opm
Gang$ign$,hip hop
Joey Lauren Adams,hip hop
KD Soundsystem,basshall
KZOHH,ukrainian black metal
Little Miss Cornshucks,hip hop
Lou Karsh,acid techno
Loewenherz,hip hop
Mae Day,hip hop
Matheu Watson,hip hop
Gerald G The Mentor,hip hop
Mortality Rate,"metallic hardcore, modern hardcore"
My Drunken Haze,hip hop
One Hundred Years,hip hop
Osaka Punch,progressive alternative
Panorama do Choro,"choro, choro contemporaneo"
Pietro Spada,italian classical piano
Primizia,hip hop
Qboy,hip hop
Queen Esther,black americana
Rasmus Og Verdens Beste Band,hip hop
Subcarpaţi,"romanian rap, romanian rock"
Tall Tales & The Silver Lining,modern folk rock
Sonic Saturation,deep liquid bass
Stealing Orchestra,hip hop
Kagami Hiiragi (CV: Emiri Kato),hip hop
Alessandro Pitoni,italian lounge
Alexander Moore,hip hop
Billy Goldenberg,hip hop
Claudio Gizzi,hip hop
The Love Fellowship Crusade Choir,hip hop
cruise [ctrl],hip hop
Crydebris,chaotic hardcore
David Hemmings,classic psychedelic rock
Dhurata Dora,"albanian hip hop, albanian pop, frauenrap"
Johann Bernhard Bach,"baroque, classical era, german baroque"
King Hannibal,hip hop
Korekyojinn,"brutal prog, japanese prog, zeuhl"
Korgbrain,hip hop
Kumma heppu & lopunajan voidellut,"classic finnish rock, finnish new wave"
Last Builders of Empire,american post-rock
Jade LeMac,alt z
Lina Sastri,canzone napoletana
Mosman Alder,hip hop
Narcophony,hip hop
Olivia Reid,hip hop
Sleep Bellum Sonno,hip hop
Søren Pilmark,hip hop
The Wilsons,hip hop
Whirling Hall Of Knives,irish experimental electronic
Wooden Horse,psychedelic folk
Another Kind of Death,hardcore punk espanol
Ashes of Babylon,"reggae rock, west coast reggae"
Avulsion,hip hop
Bassment,hip hop
Beautiful Small Machines,shimmer pop
Bonnie Mercer,australian experimental
Cerebral Factory,hip hop
Chamboché,hip hop
Clairmel,hip hop
Death and a Cure,hip hop
Digression Assassins,hip hop
Enis Rotthoff,german soundtrack
France Jobin,hip hop
Golden Diskó Ship,hip hop
Heidrun,danspunk
INCOMAROSE,hip hop
John Ellison Conlee,hip hop
Neriman Kayseri,hip hop
The Icarus Kids,hip hop
Sam Kubrick,hip hop
Lara Landon,hip hop
Liquid Frame,hip hop
Lisa Redford & Friends,hip hop
London Elektricity Big Band,uk dnb
Lucien Belmond,hip hop
Lycosia,neo metal
Mamo Lagbema,burkinabe pop
Manrico Montero,mexican electronic
Martín Sangar,electro bailando
Peter Bursch,hip hop
Stakula,hip hop
The Imaginations,hip hop
utumiyqcom,hip hop
White Flashes,hip hop
NoKeys,hip hop
Troy Sneed,praise
남규리,hip hop
Abysmal Lord,"louisiana metal, war metal"
Amduscias,hip hop
Bell Arte Ensemble,hip hop
BaliMurphy,hip hop
Barrelhouse Chuck,"chicago blues, piano blues"
Benjalu,hip hop
Bo Anders Persson,hip hop
Carmen Campagne,"canadian children's music, musique pour enfant quebecois"
Dead Quiet,"canadian stoner rock, vancouver metal, vancouver punk"
Falling With Style,hip hop
Frank Barcellini,hip hop
Gilberto Monroig,hip hop
GoteborgsMusiken,hip hop
Harlan Pepper,"deep new americana, hamilton on indie"
Ingrid Bergman,hip hop
Jan Lindblad,hip hop
Joe Melson,hip hop
Kaylee Rose,modern country pop
Lazy Grey,australian underground hip hop
Lolitass,hip hop
Irvin Mach,indie triste
Machinatx,rap metalcore
Nicolas Jules,hip hop
Nite Sprite,hip hop
Precogs,hip hop
Psybolord,hip hop
Raxstar,"bhangra, desi hip hop, desi pop"
SEVENTEEN AGAiN,japanese indie rock
Scarehead,hip hop
Set the Tone,hip hop
Steve Hobbs,jazz vibraphone
Vaenus,hip hop
Yusuf Taşkın,hip hop
黃明志|Yasin Sulaiman,hip hop
Adam Pieronczyk,"polish jazz, polish modern jazz"
Bobby Bryant,hip hop
Band Elephant,hip hop
Eric Kwok,"cantopop, hong kong indie"
Fornicator,hip hop
Franz Morak,austropop
Greenbeard,"austin metal, heavy psych, psychedelic doom"
HAN-KUN,j-reggae
Charlie Hanseen,hip hop
Karel Y Voltio,hip hop
Lautten Compagney,"barockinterpreten, early music ensemble"
Mika ja Turkka Mali,classic finnish pop
Mixylodian Orchestra,hip hop
Omega Male,hip hop
Our Survival Depends on Us,austrian stoner rock
Prisa,hip hop
Radio Flyer,indie emo
George Kulokahai and His Island Serenaders,hip hop
Shinobi Stalin,hip hop
Sorren Maclean,hip hop
The Lonely Boys,hip hop
Portraits Along the Way,hip hop
Homero Guerrero Jr. Y Los KDT´s De Linares,musica neoleonesa
Èkó Afrobeat,"afrobeat brasileiro, brass band brasileiro, latin afrobeat"
Hannu af Ursin,hip hop
Ariel Minimal,argentine indie
Audiotrip (co),hip hop
Beau Jennings & the Tigers,hip hop
Betty Bennett,hip hop
Bing Day,vintage rockabilly
Canadian Rifles,"experimental ambient, new isolationism"
Central Park Cast,hip hop
Decadent Few,anarcho-punk
Denis Dufour,"electroacoustic composition, french contemporary classical, musique concrete"
Ea$y Money,underground boom bap
Eclipse Hunter,"progressive power metal, russian metal, russian power metal"
El Afinaito,champeta
Ellie Campbell,hip hop
Emcee Lynx,hip hop
Emma Townshend,hip hop
Francisco de Peñalosa,"renaissance, spanish renaissance"
Grooveminister,hip hop
Harmony Byrne,hip hop
John Holmquist,classical guitar
Kokoonn,hip hop
Lazywall,moroccan rock
Mariachi Arriba Juárez,mariachi
Mr Day,retro soul
Mustafa Sağyaşar,turk sanat muzigi
Pam Pam Ida,"bayerischer rap, volkspop"
Martians See Red,hip hop
Pathological Sadism,slam death metal
They Will Kill Us All,malaysian indie
Voksen Mann Uten Slips,hip hop
Itoko Toma,"j-ambient, japanese piano"
mooptheband,hip hop
Алексей Петров,hip hop
Amortis,"austrian black metal, deep symphonic black metal"
ASEA,hip hop
Beltway 8,"dirty texas rap, houston rap"
Bleach Bloodz,hip hop
Caisaron,"dark electro, deep neo-synthpop"
Chris Geddes,hip hop
Cromie,hip hop
Crown Roy'ale,hip hop
Deception Cost,hip hop
Dexter Danger,hip hop
Dr. Strangelove,hip hop
A Rose Dying In The Rain,"depressive black metal, post-black metal"
Earl Nightingale,motivation
Hjortene,instrumental stoner rock
Insurrecto,cubaton
Jodie Kean,hip hop
Lance Neptune,fluxwork
Londynn B,"alternative r&b, trap queen"
Louise Distras,hip hop
Luz Verde De Acapulco,musica costena
Melanie Wehbe,melodipop
Eijah Nilson,hip hop
Unidentified prisoners,hip hop
Rene Lopez y Su Ley DTC,tierra caliente
صلاح عبد الغفور,hip hop
Sean McGowan,southampton indie
Susanna Heikki,"classic finnish pop, classic iskelma, iskelma"
Tengkorak Beats,hip hop
岩崎文紀,hip hop
Rivolta dell'odio,hip hop
Anima Adversa,spanish metal
Bev Kelly,hip hop
Billy Reid,hip hop
Bun-Ching Lam,"chinese classical, tzadik"
Celina Bostic,hip hop
The Deku Trio,hip hop
Dana Protopopescu,romanian classical piano
Emily In Love,hip hop
Irony of Fate,swiss metal
Je M'Appelle Mads,hip hop
Jetstream Pony,"c86, indie surf, modern rock, tape club, twee pop"
Kenosha Kid,athens indie
Master/Slave Relationship,ambient industrial
The Mink Lungs,hip hop
Ritva Mustonen,classic iskelma
Sick Noise,hi-tech
smorzando,hip hop
South China Music Troupe,chinese traditional
Tigerbeat,hip hop
União 55,hip hop
芝麻Mochi,hip hop
Anca Pop,hip hop
武藤彩未,hip hop
Benny Walker,"australian blues, australian indigenous music"
TV Broken 3rd Eye Open,hip hop
Burn After Me,hip hop
Charlie 3,argentine punk
Christer Thorvaldsson,hip hop
Everyman Band,ecm-style jazz
Fins Ara,hip hop
Fuoco Fatuo,funeral doom
Gerard Kenny,hip hop
Gregorie Howard,deep smooth jazz
Hirola,hip hop
Houston Marchman & The Contraband,classic texas country
Matis Hurragun,hip hop
Irène Schweizer,"avant-garde jazz, free jazz, modern free jazz, swiss jazz"
Krakatoa Trio,hip hop
Kristina Olsen,contemporary folk
Kronstadt Uprising,anarcho-punk
Laura Taylor,hip hop
Demi Lee Moore,afrikaans
Mecca Bodega,hip hop
No Empathy,hip hop
Pekka Himanka,"classic finnish pop, classic iskelma"
Ringišpil,hip hop
Sylvie Simmons,hip hop
The KlanDestino,hip hop
The Nivens,"c86, tape club"
VilleVille,hip hop
Władysław Komendarek,polish synthpop
Yamil Colucci,hip hop
As We Ascend,"christian hard rock, christian rock"
Carine Bonnefoy,hip hop
City Mouth,"chicago pop punk, diy emo"
Double Date with Death,canadian garage rock
Electric Egypt,hip hop
Eliseo Parra,"folclore castilla y leon, sefardi, spanish folk"
Familie Hesselbach,hip hop
Kingpen Slim,hip hop
Kurt Ravn,"classic danish pop, dansktop"
Laika Loveheart,hip hop
Endless Landscapes of Decay,hip hop
Lindsay Katt,hip hop
James McMaster,hip hop
Phntm,hip hop
Perfect Symmetry,hip hop
Puryx,hip hop
Roadgeek,hip hop
Sanell Dempster,hip hop
Perry Sears,hip hop
Simon Gallup,hip hop
Teron Beal,hip hop
The Goonies,hip hop
Sam Trocki,hip hop
WE ARE FM,hip hop
Wool on Wolves,edmonton indie
Zaturno,rap chileno
Šaban Šaulić,"bosnian pop, narodna muzika, turbo folk"
Yuki Okazaki,"idol kayo, kayokyoku"
Brijesh Shandilya,"modern bhajan, sufi"
Darío Buñuel,hip hop
Charles Baudelaire,early avant garde
Cosmic Dancer,hip hop
Cristin Claas,hip hop
Dave Cousins,hip hop
Death Therapy,"christian hardcore, christian metal, christian rock"
Dink Roberts,"appalachian folk, banjo, traditional folk"
Douglas Pipes,soundtrack
Galaxy Group,hip hop
Glassbyrd,hip hop
Henry Cullen,acid techno
Her Habits,vapor pop
Irving Fazola,"jazz clarinet, new orleans jazz"
Jason Stephenson,"432hz, guided meditation"
kathaaria,hip hop
Stephanie Kellner,hip hop
Kim Simmonds,hip hop
Logic of Denial,"italian death metal, lovecraftian metal"
Max Manfredi,canzone d'autore
MIYUMIYU,hip hop
Narrow Terence,hip hop
Neinzer,experimental techno
Nukleall,"full on groove, psychedelic trance"
Ol' 55,australian rock
Opium Lord,"birmingham metal, uk doom metal"
Orquesta Revelación,hip hop
Red Ribbon,seattle indie
Rex Ilusivii,hip hop
Ricky Maravilla,"cuarteto, cumbia villera"
Rivka Golani,viola
Shyisma,"full on groove, progressive psytrance"
Stenia Kozłowska,hip hop
The Cherry Blues Project,argentine ambient
The Four Blazes,rhythm and blues
Trash the Dress,hip hop
Unamerican,hip hop
Kiwini Vaitai,"jawaiian, pacific islands pop"
Wandula,hip hop
Yann Martel,hip hop
Ygdrassil,dutch folk
Babatunde Lea,hip hop
Bone Sickness,hip hop
Deathless Legacy,"italian heavy metal, slayer"
Dusty Boots,"australian indie folk, modern indie folk"
Jane Edwards,hip hop
Juan Manuel Montilla (El Langui),hip hop
Frontback,swedish hard rock
Hirpus,hip hop
Il Paese Dei Balocchi,italian progressive rock
Lewis Furey,hip hop
From Limbo,hip hop
Luperce Miranda,hip hop
Magguts,hip hop
Matt Lucas,hip hop
MistaDC,hip hop
Power Tale,"opera metal, russian power metal"
Raja Mushtaque,hip hop
Sick Rapublic,hip hop
Shift On Red,hip hop
Sam Carty,hip hop
Sátyr,"lo-fi jazzhop, lo-fi study"
Shiva Bakta,indie folk italiano
Snowbyrd,san antonio indie
Babis Stokas,entehno
The Nobodies,hip hop
The Underscore Orkestra,hip hop
Ünol Büyükgönenç,turkish psych
БигБэта,hip hop
G9ngstab9by,hip hop
東京佼成ウインドオーケストラ,hip hop
Anne Brændeland,barnemusikk
Another Tale,corrosion
B.B. King & his Orchestra,hip hop
Cameron Crowe,hip hop
Frankie Banali,hip hop
Güher & Süher Pekinel,"classical piano duo, turkish classical performance"
High Ends,hip hop
Internal Decay,hip hop
"Kenneth ""Jethro"" Burns",mandolin
Kenny Marks,deep christian rock
Dalton King,hip hop
Miguel Cantilo,"argentine rock, rock nacional, ska argentino"
Naomi Wachira,kenyan alternative
Negin Djafari,hip hop
Nikita Warren,"italo house, piano house"
Reginald Dixon,hip hop
Seedy Jeezus,"australian psych, psychedelic doom"
Sharon Dyall,hip hop
Shinkiro,hip hop
Sides of Chaz,hip hop
Synk;yet,visual kei
Tau Ceti,hip hop
The Fun Things,hip hop
Thory Bernhards,vintage swedish pop
Uncle Bonsai,contemporary folk
Venal Flesh,aggrotech
milesmorales,russian emo
Sona Eact®,power noise
Мануфактура,hip hop
9th Evolution,hip hop
August Vila,hip hop
Avalon Drive,hip hop
Bill Snyder,hip hop
Blue Raspberry,hip hop
Cut out Club,hip hop
Devon Barley,deep talent show
Klipar,hip hop
Liepājas brāļi,latvian pop
Lázaro Ros,afro-cuban traditional
Maldestro,"indie folk italiano, italian indie pop"
Crónica de Mendigos,hip hop
Michel el Buenón,"modern salsa, salsa"
Miraya Varma,hip hop
of Arrowe Hill,hip hop
Yameii Online,"glitchcore, hyperpop"
Pampa Yakuza,argentine reggae
Pedro LaDroga,urbano espanol
Percy Whitlock,"british modern classical, post-romantic era"
Sid Roams,hip hop
Sketii,hip hop
The Level Spirits,hip hop
The Dinks,hip hop
Tiny Amps,hard chime
K-phax,scandinavian r&b
Палата #6 на 2,hip hop
Altitudes & Attitude,modern hard rock
Arch Criminals,hip hop
Aryan Armstrong,hip hop
Aura Noctis,hip hop
Autonation,hip hop
Axis Powers,grim death metal
Bob Chester & His Orchestra,hip hop
Chasing Owls,scottish indie folk
Circuito Cerrado,aggrotech
Collibus,hip hop
Disorderly Conduct,hip hop
Kevin Has A Drug Problem,hip hop
Effie Smith,hip hop
Javier Eisenhower,hip hop
Frankie Carle and His Orchestra,"barrelhouse piano, man's orchestra"
Sound Ideas,sleep
Jhon Alex Castaño,musica popular colombiana
Joseph Lawrence,hip hop
Killing For Company,norwegian death metal
Lofi Universe,hip hop
Linda May Han Oh,"australian jazz, contemporary jazz, jazz double bass"
Nice Guys,hip hop
Pablo Molina,hip hop
Paul Elliott,hip hop
Pet Conspiracy,chinese indie rock
Serpentia,polish death metal
Sexbomb Girls,"classic opm, opm, pinoy idol pop"
Legendary Shack Shakers,"garage punk blues, gothic americana, psychobilly"
Smiley Hobbs and Tom Morgan,hip hop
Blinka Lilla Stjärna Där,hip hop
The Moonband,munich indie
The Vaults,hip hop
Todd Boston,hip hop
Troels Trier,"classic danish pop, dansktop"
Justin Wellington,"melanesian pop, pacific islands pop, png pop"
Роман Рябцев,hip hop
Anna Kokkonen,laulaja-lauluntekija
Balliztic,hip hop
Beatriz Da Conceição,fado
Bob Scobey's Frisco Band,hip hop
Captainsparklez,"antiviral pop, pixel"
Carlo Chiarappa,hip hop
Carlos Guitarlos,hip hop
Chaotic Youth,hip hop
Corrado Rustici Trio,hip hop
Datura4,hip hop
トーマ×DJみそしるとMCごはん,hip hop
Darkshire,hip hop
Delphine Coma,dark post-punk
Dennis Gruenling,harmonica blues
Direct Effect,hip hop
DJ Nekbath,hip hop
Enthring,"finnish death metal, symphonic death metal"
Eol Trio,hip hop
Erland Dahlen,norwegian contemporary jazz
Sam Greenfield,hip hop
HONE YOUR SENSE,"japanese death metal, japanese metalcore"
INVADER ACE,hip hop
Jessica Risker,hip hop
Kevin M. Thomas,hip hop
Larman Clamor,hip hop
Mazie Smirdīgie Kociņi,"latvian indie, latvian rock"
Metacentric,hip hop
Nathaniel Knows,hip hop
Northlight,hip hop
Ousmane Kouyate,west african jazz
Pamela Z,"african-american classical, experimental vocal, spectra"
Pentti Rasinkangas,musiikkia lapsille
Percy Heath,jazz double bass
Random Battles,scorecore
Ranveer Singh,"desi hip hop, hindi hip hop, modern bollywood"
Rashied Ali,"avant-garde jazz, free jazz, jazz drums"
Starting Over,hip hop
Superchief Trio,hip hop
Sedulus,uk stoner rock
Simon Skinner,hip hop
Sleepin' JohnnyFish,hip hop
Sofia Rubina,estonian jazz
Solanaceae Tau,hip hop
Sébastien Texier,french jazz
The Great Northwestern Hoboes,liverpool indie
Time To Express,polish alternative rock
Vantroi,"punk rock mexicano, spanish punk"
Vasundhara Das,"filmi, modern bollywood"
Vígi Seaghdh,hip hop
Who The Bitch,japanese girl punk
Peryodiko,"pinoy indie, pinoy rock"
姚贝娜,chinese folk
A Tribe of Toffs,hip hop
Anger77,hip hop
Colin Bailey,hip hop
Demagogia,hip hop
Don Everly,psychedelic folk rock
Eva on the Western Castle Island,hip hop
Giant Waves,hip hop
IASIS,hip hop
Keith Karay,hip hop
3年E組うた担(渚&茅野&業&磯貝&前原),shonen
Major North,hip hop
Marcia Juell,hip hop
Moonshine Kate & Her Pals,traditional country
Moscillate,hip hop
MYSTERIIS,"brazilian black metal, brazilian death metal"
Nyno Vargas,"flamenco urbano, pop flamenco, spanish hip hop"
Osian Ellis,"classical harp, harp"
Paul Peek,hip hop
Potemkine,zeuhl
Scul Hazzards,noise punk
Squeezie,chanson virale
Jeff Cooper & The Stoned Wings,acid rock
The Badpiper,celtic rock
The Close Shaves,hip hop
The Flipside,hip hop
The Wild Wind,hopebeat
Woe Unto Me,"belarusian metal, funeral doom"
Mannerchor der Volkswagenstadt Wolfsburg,hip hop
Архитектурный Оркестр Благодетели,russian shoegaze
